"Endpoint name","Type","IP address","MAC address","Group","Pinned to Group","Agent GUID","Operating system","Endpoint isolation","Create time","Last connected","Features enabled","Status","Error code"
"TPV-331-001","Desktop (persistent virtual desktop)","10.2.31.1","C0-18-50-B0-E9-BD","All Endpoints","No","b55ef098-54d7-4410-94ee-eec331a970d1","Windows 10","Off","2024-01-18 12:19:34","2024-06-05 10:12:46","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-341-001","Desktop (persistent virtual desktop)","10.2.41.1","B4-A9-FC-28-CC-2F","All Endpoints","No","21453c94-3af0-4cea-a6f4-ebd9f51fa92f","Windows 10","Off","2024-01-18 12:19:45","2024-06-05 10:33:58","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-066-002","Desktop (persistent virtual desktop)","10.1.66.2","D8:C4:97:AA:97:E3","All Endpoints","No","9c1de733-453d-4ce8-93d0-e97f78946da6","Windows 10","Off","2024-01-18 12:21:07","2024-06-05 14:47:01","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-327-001","Desktop (persistent virtual desktop)","10.2.27.1","B4:A9:FC:15:D0:B2","All Endpoints","No","de6d2959-69b8-402e-8566-16587f14e5fc","Windows 10","Off","2024-01-18 12:22:10","2024-06-05 14:49:24","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-513-001","Desktop (persistent virtual desktop)","10.3.104.24,169.254.100.102,169.254.60.7,169.254.193.225,10.117.55.249","02:50:41:00:00:01,C8:78:7D:09:83:A8,CA:78:7D:09:83:A8,C8:78:7D:09:83:A8,C0:18:50:AD:B5:F5","All Endpoints","No","7daea3f2-2e61-43c6-9fc6-9c7f59490e53","Windows 10","Off","2024-01-18 12:28:22","2024-06-05 14:47:41","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-424-002","Desktop (persistent virtual desktop)","10.2.124.1","C0-18-50-B0-E7-81","All Endpoints","No","17c43700-611a-4398-8d41-9691f950bae1","Windows 10","Off","2024-01-18 12:33:04","2024-06-05 09:26:20","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-401-001","Desktop (persistent virtual desktop)","10.2.101.1","B4-A9-FC-28-C9-CE","All Endpoints","No","b573ebb0-a63d-413f-aa5b-de707fe41528","Windows 10","Off","2024-01-18 12:36:49","2024-06-05 08:31:08","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-518-001","Desktop (persistent virtual desktop)","10.3.104.27,10.117.76.130","02:50:41:00:00:01,C0:18:50:B0:E5:4E","All Endpoints","No","790c07de-b6d7-496b-b828-506b25208ffb","Windows 10","Off","2024-01-18 13:03:00","2024-06-05 14:44:32","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-028-2","Desktop (persistent virtual desktop)","10.1.28.2","B4-A9-FC-15-D6-A2","All Endpoints","No","6778ebff-d240-4f87-bbb8-870ceb4a7509","Windows 10","Off","2024-01-19 13:02:32","2024-06-05 09:23:44","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-321-001","Desktop (persistent virtual desktop)","10.2.21.2","B4-A9-FC-15-D2-90","All Endpoints","No","e720cc33-7611-4a16-914b-637436cddb56","Windows 10","Off","2024-01-19 15:09:40","2024-06-05 10:56:19","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"LAP-DR-SO","Desktop (persistent virtual desktop)","10.3.103.52,169.254.36.4,169.254.161.104,169.254.128.171,192.168.1.74,169.254.195.186","02:50:41:00:00:01,84:A9:38:E4:C3:D0,70:CD:0D:57:E5:0A,72:CD:0D:57:E5:09,70:CD:0D:57:E5:09,70:CD:0D:57:E5:0D","All Endpoints","No","97ce78df-d2c6-4da4-8dd8-f723bf1bea8e","Windows 11","Off","2024-01-20 16:56:07","2024-06-05 14:47:18","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-503-001","Desktop (persistent virtual desktop)","10.3.104.33,10.117.14.249","02:50:41:00:00:01,C0:18:50:B0:E9:57","All Endpoints","No","e0b7ba93-05cb-4684-b8c6-01e8a4e147df","Windows 10","Off","2024-01-22 13:20:05","2024-06-05 14:45:15","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-406-001","Desktop (persistent virtual desktop)","10.2.106.2","F8:E4:3B:CF:87:90","All Endpoints","No","37315a2c-c733-4d0f-9377-534b7493011e","Windows 10","Off","2024-01-23 01:07:49","2024-04-16 16:18:49","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-041-1","Desktop (persistent virtual desktop)","10.1.41.4,169.254.133.32,169.254.88.11,169.254.46.55,10.1.41.3,169.254.250.204","A0:29:19:30:ED:52,A0:29:19:30:ED:52,AC:74:B1:E4:13:1D,AE:74:B1:E4:13:1C,76:8C:C4:2D:8C:AB,AC:74:B1:E4:13:20","All Endpoints","No","79f6440a-c41b-466d-9ea8-231d3a045fea","Windows 11","Off","2024-01-24 06:54:01","2024-06-05 14:46:11","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LP-454-2","Desktop (persistent virtual desktop)","10.3.104.1,192.168.1.123,169.254.195.174,169.254.229.4,169.254.238.190,169.254.253.240","02:50:41:00:00:01,D8:9E:F3:8C:D7:9B,18:1D:EA:DC:99:93,18:1D:EA:DC:99:94,1A:1D:EA:DC:99:93,18:1D:EA:DC:99:97","All Endpoints","No","efa29eff-8e37-4798-a072-d013d202892b","Windows 10","Off","2024-01-24 11:41:50","2024-06-05 14:44:30","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-320-03","Desktop (persistent virtual desktop)","169.254.237.157,169.254.230.209,10.2.20.3,169.254.136.148,10.2.20.2,169.254.193.62","AC:74:B1:E4:7B:C8,AE:74:B1:E4:7B:C7,AC:74:B1:E4:7B:C7,AC:74:B1:E4:7B:C7,A0:29:19:31:47:F4,AC:74:B1:E4:7B:CB","All Endpoints","No","767f35ba-1d3d-418b-8f68-9edb0b4961a7","Windows 11","Off","2024-01-24 18:31:42","2024-06-05 14:44:33","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-305-1","Desktop (persistent virtual desktop)","169.254.157.95,169.254.148.195,10.2.5.2,169.254.187.174,10.2.5.4,169.254.33.198","CC:15:31:6F:29:9A,CE:15:31:6F:29:99,CC:15:31:6F:29:99,CC:15:31:6F:29:99,A0:29:19:32:37:F1,CC:15:31:6F:29:9D","All Endpoints","No","2105540a-92e0-4204-b4b3-60725bf92ae1","Windows 11","Off","2024-01-25 04:00:38","2024-06-05 12:11:01","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-406-002","Desktop (persistent virtual desktop)","10.2.106.3","C0:18:50:A9:30:B6","All Endpoints","No","a3b41d3e-ab6c-4a90-94d5-3d3bbe808f41","Windows 10","Off","2024-01-26 01:23:53","2024-04-16 18:34:48","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-016","Desktop (persistent virtual desktop)","169.254.207.233,169.254.232.191,10.3.6.29,169.254.198.182","10:51:07:49:74:16,12:51:07:49:74:15,10:51:07:49:74:15,10:51:07:49:74:19","All Endpoints","No","53d3b825-8e04-4ce0-bd9d-cb0944179675","Windows 11","Off","2024-01-26 01:31:42","2024-06-05 14:49:20","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-016-4","Desktop (persistent virtual desktop)","10.1.16.2,169.254.54.231,169.254.133.98,10.1.16.5,169.254.64.71","A0:29:19:30:B4:DF,AC:74:B1:DC:2E:05,AE:74:B1:DC:2E:04,AC:74:B1:DC:2E:04,AC:74:B1:DC:2E:08","All Endpoints","No","39571827-b9ef-4892-8234-aaf3b422165c","Windows 11","Off","2024-01-26 01:31:59","2024-06-05 14:45:59","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LP-194-3","Desktop (persistent virtual desktop)","10.1.194.3,169.254.22.62,169.254.241.248,10.1.194.4","30:D0:42:F5:0A:18,00:91:9E:55:10:0F,02:91:9E:55:10:0E,00:91:9E:55:10:0E","All Endpoints","No","8856d578-e219-40c8-b872-f55284403406","Windows 11","Off","2024-01-26 01:41:53","2024-06-05 14:45:12","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-PAIE-010","Desktop (persistent virtual desktop)","10.3.103.13,169.254.22.236,169.254.4.191,169.254.26.203,192.168.1.89","02:50:41:00:00:01,A0:29:19:32:30:61,AC:74:B1:E4:93:42,AE:74:B1:E4:93:41,AC:74:B1:E4:93:41","All Endpoints","No","ac9d384d-966f-42ad-9c75-1921132784f6","Windows 10","Off","2024-01-26 01:45:29","2024-06-05 14:47:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-221-4","Desktop (persistent virtual desktop)","10.1.221.4,169.254.133.125,169.254.86.88,169.254.200.85,10.1.221.5,169.254.30.187","A0:29:19:33:6C:80,A0:29:19:33:6C:80,AC:74:B1:A1:7F:B2,AE:74:B1:A1:7F:B1,AC:74:B1:A1:7F:B1,AC:74:B1:A1:7F:B5","All Endpoints","No","baa6b446-3b75-4182-90c2-3031e41b0f47","Windows 11","Off","2024-01-26 01:51:34","2024-06-05 14:46:30","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-206-01","Desktop (persistent virtual desktop)","10.1.206.3,169.254.39.0,169.254.109.100,169.254.114.206,10.1.206.4,169.254.250.193","38:14:28:72:3D:DF,38:14:28:72:3D:DF,6C:94:66:61:51:B2,6E:94:66:61:51:B1,6C:94:66:61:51:B1,6C:94:66:61:51:B5","All Endpoints","No","be7a4be9-4913-4790-9231-25e176ca8395","Windows 11","Off","2024-01-26 02:20:24","2024-06-04 17:13:49","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LP-027-3","Desktop (persistent virtual desktop)","10.1.27.3,169.254.198.147,169.254.38.242,10.1.27.4,169.254.139.92,169.254.6.115","30:D0:42:F5:07:37,00:91:9E:55:10:5F,02:91:9E:55:10:5E,00:91:9E:55:10:5E,00:91:9E:55:10:5E,00:91:9E:55:10:62","All Endpoints","No","63f75b10-6291-4185-bdce-aa179acf62c1","Windows 11","Off","2024-01-26 02:36:06","2024-06-05 14:48:21","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-309-03","Desktop (persistent virtual desktop)","10.3.104.17,169.254.93.224,192.168.1.10,169.254.78.21,169.254.158.93,169.254.44.42,169.254.141.210","02:50:41:00:00:01,A0:29:19:AF:AB:81,A0:29:19:31:60:16,8C:1D:96:8C:89:CC,8E:1D:96:8C:89:CB,8C:1D:96:8C:89:CB,8C:1D:96:8C:89:CF","All Endpoints","No","5f97e326-7067-445b-8708-fffe7c5e2533","Windows 11","Off","2024-01-26 03:35:16","2024-06-05 14:46:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"","Desktop (persistent virtual desktop)","","","All Endpoints","No","c2fbce30-de50-422e-aad7-28a3d37ce04e","Windows 10","Off","2024-01-26 12:18:23","2024-06-05 14:04:57","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"LAP-030-4","Desktop (persistent virtual desktop)","10.1.30.1,169.254.246.228,169.254.114.56,10.1.30.5,169.254.63.24,169.254.27.83","74:78:27:39:00:2D,D8:F8:83:96:56:14,DA:F8:83:96:56:13,D8:F8:83:96:56:13,D8:F8:83:96:56:13,D8:F8:83:96:56:17","All Endpoints","No","091a04a7-5b27-4c01-afd8-47b3c7b0df4b","Windows 11","Off","2024-01-26 12:58:38","2024-06-05 14:47:25","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-051-3","Desktop (persistent virtual desktop)","10.1.51.3,169.254.205.78,169.254.236.232,169.254.103.85,10.1.51.4,169.254.179.78","A0:29:19:33:72:95,A0:29:19:33:72:95,AC:74:B1:9D:A1:80,AE:74:B1:9D:A1:7F,AC:74:B1:9D:A1:7F,AC:74:B1:9D:A1:83","All Endpoints","No","9ee9e3a7-400a-4d50-9721-cbcd409143e7","Windows 11","Off","2024-01-26 13:02:27","2024-06-05 14:48:20","XDR Endpoint Sensor,Vulnerability Assessment","",""
"","Desktop (persistent virtual desktop)","","","All Endpoints","No","2d600301-40d3-45d6-9c7d-e0500f872259","Windows 10","Off","2024-01-26 13:52:31","2024-06-05 08:24:33","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"LAP-048-4","Desktop (persistent virtual desktop)","10.1.48.3,169.254.107.34,169.254.184.113,10.1.48.4,169.254.164.81","38:14:28:19:42:D9,38:14:28:19:42:D9,F0:9E:4A:C6:1D:1D,F0:9E:4A:C6:1D:1C,F0:9E:4A:C6:1D:20","All Endpoints","No","6433657e-be11-4f0e-91fc-102436b042ed","Windows 11","Off","2024-01-26 15:07:21","2024-05-24 17:04:38","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-417-01","Desktop (persistent virtual desktop)","10.2.104.7,169.254.10.234,169.254.94.121,10.86.41.2,169.254.216.95","A0:29:19:30:AE:00,8C:1D:96:7A:ED:89,8E:1D:96:7A:ED:88,8C:1D:96:7A:ED:88,8C:1D:96:7A:ED:8C","All Endpoints","No","084d4089-78e8-41ff-af2b-91de24ab4980","Windows 10","Off","2024-01-26 16:31:21","2024-06-05 10:20:13","XDR Endpoint Sensor,Vulnerability Assessment","",""
"DESKTOP-9KO1HC4","Desktop (persistent virtual desktop)","192.168.10.93","08-8F-C3-90-0F-17","All Endpoints","No","db22557b-555a-4a70-ab25-1fcd9b77af22","Windows 10","Off","2024-01-26 18:29:13","2024-03-06 14:04:30","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"LAP-028-4","Desktop (persistent virtual desktop)","10.1.28.6,169.254.203.173,169.254.244.119,169.254.110.204,10.1.28.7,169.254.104.111","A0:29:19:30:E2:46,A0:29:19:30:E2:46,AC:74:B1:E1:41:DD,AE:74:B1:E1:41:DC,AC:74:B1:E1:41:DC,AC:74:B1:E1:41:E0","All Endpoints","No","ff97e87f-f4bd-4eba-bf40-86b84bec9d14","Windows 11","Off","2024-01-27 14:43:36","2024-05-25 12:37:40","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-SUP-002","Desktop (persistent virtual desktop)","169.254.90.53,169.254.23.5,169.254.249.72,10.3.6.71,169.254.228.172","84:A9:38:E4:93:18,F4:7B:09:A2:56:6C,F6:7B:09:A2:56:6B,F4:7B:09:A2:56:6B,F4:7B:09:A2:56:6F","All Endpoints","No","0c063990-c1f3-4bf5-9f1f-541b220026f4","Windows 11","Off","2024-01-29 10:36:05","2024-05-14 17:49:24","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-004-002","Desktop (persistent virtual desktop)","10.1.4.3,169.254.151.22,169.254.174.220,169.254.174.223","AC:91:A1:55:32:5B,74:13:EA:27:CA:90,74:13:EA:27:CA:91,76:13:EA:27:CA:90","All Endpoints","No","16f47c63-8dc3-4724-9e06-5625f3c99b0a","Windows 11","Off","2024-01-30 04:00:41","2024-06-04 17:15:59","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-414-002","Desktop (persistent virtual desktop)","10.2.114.6","00:60:EF:39:DE:6B","All Endpoints","No","9e78c3a4-4a1b-4db8-8c42-d1f755e878c4","Windows 10","Off","2024-01-31 10:50:04","2024-06-05 14:46:24","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-328-001","Desktop (persistent virtual desktop)","10.2.28.1","00:60:EF:39:DE:65","All Endpoints","No","ed72ec49-fc41-4334-b603-6b54a6e6b975","Windows 10","Off","2024-01-31 12:02:43","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-502-001","Desktop (persistent virtual desktop)","10.3.103.131,192.168.1.11,169.254.230.209,169.254.19.79,169.254.132.231","02:50:41:00:00:01,C0:18:50:B0:EE:B0,C8:78:7D:09:83:9A,CA:78:7D:09:83:9A,C8:78:7D:09:83:9A","All Endpoints","No","85c70461-d6ec-42a9-910c-e55ca9a0316f","Windows 10","Off","2024-01-31 15:58:22","2024-06-04 12:04:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-GEST-007","Desktop","169.254.136.27,169.254.94.108,169.254.235.85,10.3.6.51,169.254.85.4","10:65:30:ED:D5:DA,20:16:B9:F3:0E:68,22:16:B9:F3:0E:67,20:16:B9:F3:0E:67,20:16:B9:F3:0E:6B","All Endpoints","No","3daa65e4-70e3-4722-ab5d-a500d4cc7269","Windows 11","Off","2024-02-12 13:54:05","2024-03-01 18:35:54","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-143-002","Desktop (persistent virtual desktop)","10.1.143.5","08:8F:C3:90:0F:14","All Endpoints","No","16e6641c-f510-4594-b788-d13252f3c5b3","Windows 10","Off","2024-02-14 16:49:56","2024-06-05 14:45:40","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-CSE-010","Desktop","169.254.216.95,169.254.110.157,169.254.107.174,10.3.6.34,169.254.140.116","08:8F:C3:BB:37:5A,D2:39:57:49:9B:6F,F2:39:57:49:9B:6F,D0:39:57:49:9B:6F,D0:39:57:49:9B:70","All Endpoints","No","c5609bcc-3c01-49af-a016-8b4d701fbac4","Windows 11","Off","2024-02-14 18:28:46","2024-04-19 00:00:59","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-IT-003","Desktop","169.254.64.190,169.254.86.186,169.254.59.55,10.3.6.49,169.254.127.73","F4:A8:0D:C9:CF:BE,90:09:DF:D1:4F:C1,92:09:DF:D1:4F:C0,90:09:DF:D1:4F:C0,90:09:DF:D1:4F:C4","All Endpoints","No","9ab6fbf4-8e6e-4e03-ae59-5c9dd68ea50f","Windows 11","Off","2024-02-19 12:36:05","2024-05-31 14:08:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-412-002","Desktop (persistent virtual desktop)","10.2.112.6","08:8F:C3:90:11:01","All Endpoints","No","89dae5e7-41da-4a55-b29e-40d50b76f829","Windows 10","Off","2024-02-21 14:40:41","2024-06-05 14:46:03","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-DOSI-001","Desktop","169.254.3.182,169.254.159.67,10.3.6.16,169.254.122.222","E4:60:17:C0:1A:F3,E6:60:17:C0:1A:F2,E4:60:17:C0:1A:F2,E4:60:17:C0:1A:F6","All Endpoints","No","f60b16e6-2c51-4c41-a2b8-ce7ffbfae7f5","Windows 11","Off","2024-03-11 14:11:44","2024-06-05 14:47:57","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-521-001","Desktop","169.254.152.71,169.254.57.28,169.254.7.97,10.117.13.249","00:E0:4C:58:28:A2,02:E0:4C:58:28:A2,00:E0:4C:58:28:A2,08:8F:C3:90:10:D8","All Endpoints","No","664313cb-aa7e-4e6b-be09-d79f0e97dbbd","Windows 10","Off","2024-03-11 16:46:13","2024-06-05 14:45:30","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-507-001","Desktop","10.3.104.28,10.117.71.130","02:50:41:00:00:01,C0:18:50:B0:EF:30","All Endpoints","No","e6471a0f-f92b-4077-9299-0e90573b1a25","Windows 10","Off","2024-03-12 15:46:51","2024-06-05 14:47:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-512-001","Desktop","10.117.81.130,169.254.21.210,169.254.170.169,169.254.224.149","C0:18:50:B0:E9:58,C8:78:7D:09:83:A3,CA:78:7D:09:83:A3,C8:78:7D:09:83:A3","All Endpoints","No","80d0dade-e6d9-4936-a076-122d21ab34d1","Windows 10","Off","2024-03-12 18:02:47","2024-06-05 14:47:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-527-001","Desktop","10.3.104.12,10.117.62.131,169.254.141.95,169.254.85.108,169.254.42.83","02:50:41:00:00:01,08:8F:C3:90:0F:1B,00:E0:4C:58:34:4C,02:E0:4C:58:34:4C,00:E0:4C:58:34:4C","All Endpoints","No","a6c86fd1-d211-451d-818a-4b2482fce115","Windows 10","Off","2024-03-12 18:50:58","2024-06-05 14:48:53","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-523-001","Desktop","10.3.104.21,169.254.188.48,169.254.74.48,169.254.168.222,10.117.82.131","02:50:41:00:00:01,00:E0:4C:56:62:E6,02:E0:4C:56:62:E6,00:E0:4C:56:62:E6,08:8F:C3:90:0E:A1","All Endpoints","No","ca6e0353-98aa-4be9-b68c-e04cbb190dfa","Windows 10","Off","2024-03-14 13:39:14","2024-06-05 14:46:04","XDR Endpoint Sensor,Vulnerability Assessment","",""
