Device name,Latest risk score,Operating system,IP address,Last user,Highly-exploitable CVEs,Discovered by,First seen,Last detected
TPV-017-002,0,Windows 10 10.0 (Build 17763),10.1.17.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:49,2023-08-16 07:01:23
TPV-136-001,0,Windows 10 10.0 (Build 17763),10.1.136.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-11 12:55:02,2023-08-16 07:34:08
LP-324-2,0,Windows 10 10.0 (Build 19045),10.2.24.1,,0,Apex One as a Service,2021-09-27 22:03:17,2023-08-16 15:04:50
10.1.63.80,0,,10.1.63.80,,0,Trend Vision One Endpoint Sensor,2023-02-07 02:28:58,2023-10-31 13:29:08
TPV-321-001,0,Windows 10 10.0 (Build 17763),10.2.21.2,,0,Apex One as a Service,2022-11-18 04:36:48,2023-08-16 08:25:43
TPV-317-002,0,Windows 10 10.0 (Build 17763),10.2.17.4,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-05-16 00:34:29,2023-08-16 08:12:20
TPV-303-001,0,Windows 10 10.0 (Build 17763),10.2.3.4,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-04-26 22:07:11,2023-08-16 15:37:12
TPV-002-001,0,Windows 10 10.0 (Build 17763),10.1.2.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-09-09 12:28:53,2023-08-16 15:45:20
LP-303-6,0,Windows 10 10.0 (Build 19045),10.2.3.2,,0,Apex One as a Service,2021-10-07 21:54:26,2023-08-16 15:48:25
LP-303-N,0,Windows 10 10.0 (Build 17763),10.2.3.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-01-24 12:43:52,2023-08-16 15:19:31
TPV-127-1,0,Windows 10 10.0 (Build 17763),10.1.127.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-02-10 14:46:27,2023-08-16 08:06:04
10.1.5.80,0,,10.1.5.80,,0,Trend Vision One Endpoint Sensor,2023-08-25 18:42:17,2023-10-31 17:24:39
DEV31D425,0,,10.1.2.80,,0,Trend Vision One Endpoint Sensor,2023-08-08 14:11:24,2023-10-31 19:00:19
TPV-309-001,0,Windows 10 10.0 (Build 17763),10.2.9.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-27 14:49:00,2023-08-16 08:18:33
TPV-004-002,0,Windows 10 10.0 (Build 17763),10.1.4.6,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-12-15 21:11:05,2023-08-16 07:16:39
10.3.0.228,0,,10.3.0.228,,0,Endpoint & Workload Security,2023-09-15 05:40:53,2023-10-31 18:30:00
LP-041-3,0,Windows 10 10.0 (Build 19045),10.1.41.2,,0,Apex One as a Service,2021-09-21 22:22:49,2023-08-16 15:27:48
TPV-314-002,0,,10.2.14.2,,0,Trend Vision One Endpoint Sensor,2023-07-23 08:59:40,2023-10-31 03:23:40
LP-032-4,0,Windows 10 10.0 (Build 19045),10.1.32.1,,0,Apex One as a Service,2021-09-28 02:36:19,2023-08-16 15:28:52
LP-235-4,0,Windows 10 10.0 (Build 19045),10.1.235.4,,0,Apex One as a Service,2021-09-27 21:51:43,2023-08-16 08:21:37
LP-414-3,0,Windows 10 10.0 (Build 19045),10.2.114.13,,0,Apex One as a Service,2021-09-23 06:45:58,2023-08-16 15:21:35
LP-400-4,0,Windows 10 10.0 (Build 19045),10.2.100.5,,0,Apex One as a Service,2021-10-02 21:23:58,2023-08-16 16:15:51
TPV-066-002,0,Windows 10 10.0 (Build 17763),10.1.66.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-05-05 14:56:25,2023-08-16 09:05:09
TPV-017-001,0,Windows 10 10.0 (Build 17763),10.1.17.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:48,2023-08-16 07:01:23
TPV-009-1,0,Windows 10 10.0 (Build 17763),10.1.9.1,,0,Apex One as a Service,2023-01-12 06:47:01,2023-08-16 15:07:59
TPV-021-001,0,Windows 10 10.0 (Build 17763),10.1.21.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-12 06:47:08,2023-08-16 08:27:46
10.1.141.80,0,,10.1.141.80,,0,Trend Vision One Endpoint Sensor,2023-07-08 19:10:40,2023-10-31 15:14:03
LAP-306-3,0,Windows 7 6.1 (Build 7601),10.2.6.4,,0,Apex One as a Service,2023-05-20 00:26:40,2023-07-07 02:17:39
LAP-302-7,0,Windows 10 10.0 (Build 19045),10.2.114.14,,0,Apex One as a Service,2023-01-12 06:46:43,2023-08-16 15:39:14
LAP-200-3,0,Windows 10 10.0 (Build 19045),10.1.200.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-06-02 01:31:53,2023-08-25 18:09:01
TPV-335-001,0,Windows 10 10.0 (Build 17763),10.2.35.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:50,2023-08-21 12:29:12
LAP-414-4,0,Windows 10 10.0 (Build 19045),10.2.114.15,,0,Apex One as a Service,2023-05-17 11:58:54,2023-08-16 15:51:29
10.3.0.84,0,,10.3.0.84,,0,Endpoint & Workload Security,2023-09-15 05:40:55,2023-10-31 18:30:00
AURES-149-002,0,Windows 10 10.0 (Build 17763),10.1.149.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-01-17 11:25:48,2023-08-16 14:57:40
LP-120-1,0,Windows 10 10.0 (Build 19045),10.1.120.1,,0,Apex One as a Service,2021-09-22 05:33:23,2023-08-16 08:07:08
10.3.0.212,0,,10.3.0.212,,0,Apex One as a Service,2023-09-15 12:01:30,2023-10-30 17:43:45
LAP-RSI-ODP,0,Windows 10 10.0 (Build 19045),192.168.1.13,,0,Apex One as a Service,2023-05-01 12:49:41,2023-09-07 07:39:08
10.1.193.80,0,,10.1.193.80,,0,Trend Vision One Endpoint Sensor,2023-07-17 06:08:29,2023-10-28 12:35:30
LP-412-3,0,Windows 10 10.0 (Build 19045),10.2.112.1,,0,Apex One as a Service,2021-09-22 05:28:53,2023-08-16 15:35:06
LP-421-13,0,Windows 10 10.0 (Build 19045),10.2.121.4,,0,Apex One as a Service,2021-09-21 22:03:13,2023-08-16 15:45:20
TPV-320-001,0,Windows 10 10.0 (Build 17763),10.2.20.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-03-08 21:32:01,2023-08-16 08:07:06
10.4.1.196,0,,10.4.1.196,,0,,2023-01-12 03:15:42,2023-10-18 14:48:01
DESKTOP-0CONHQR,0,Windows 10 10.0 (Build 17763),10.2.41.1,,0,Apex One as a Service,2023-05-05 14:21:54,2023-08-16 15:33:03
TPV-136-002,0,Windows 10 10.0 (Build 17763),10.1.136.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-07 12:55:47,2023-08-16 07:25:50
10.2.101.93,0,,10.2.101.93,,0,Apex One as a Service,2023-10-28 03:18:14,2023-10-28 03:18:14
TPV-306-001,0,Windows 10 10.0 (Build 17763),10.2.6.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-17 06:07:28,2023-08-16 10:37:50
TAB-064-001,0,Windows 10 10.0 (Build 17763),10.1.64.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-12-23 11:45:43,2023-08-16 08:41:57
TPV-228-001,0,Windows 10 10.0 (Build 17763),10.1.228.2,,0,Apex One as a Service,2022-11-18 04:36:50,2023-08-16 08:22:39
TPV-424-002,0,Windows 10 10.0 (Build 17763),10.2.124.1,,0,Apex One as a Service,2023-06-02 01:31:52,2023-08-16 08:45:59
LP-072-4,0,Windows 10 10.0 (Build 19045),10.1.72.5,,0,Apex One as a Service,2021-09-27 21:30:29,2023-08-16 15:46:22
LAP-235-6,0,Windows 10 10.0 (Build 19044),10.1.235.66,,0,Apex One as a Service,2021-09-24 21:34:36,2023-09-20 13:14:23
LP-122-3,0,Windows 10 10.0 (Build 19045),10.1.122.2,,0,Apex One as a Service,2021-09-22 00:43:40,2023-08-16 07:52:43
TPV-348-002,0,Windows 10 10.0 (Build 17763),10.2.48.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-24 04:54:17,2023-08-16 15:29:55
10.3.0.222,0,,10.3.0.222,,0,Endpoint & Workload Security,2023-09-15 05:40:59,2023-10-31 18:30:00
TPV-226-001,0,Windows 10 10.0 (Build 17763),10.1.226.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-12 06:47:06,2023-08-16 14:46:38
LAP-030-4,0,Windows 10 10.0 (Build 19045),10.1.30.1,,0,Apex One as a Service,2021-11-26 10:51:01,2023-08-16 14:49:44
TPV-329-002,0,Windows 10 10.0 (Build 17763),10.2.29.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-04-26 00:06:47,2023-08-16 09:45:29
TPV-332-001,0,Windows 10 10.0 (Build 17763),10.2.32.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-05-05 13:39:30,2023-08-16 07:45:32
10.2.31.81,0,,10.2.31.81,,0,,2023-03-20 02:50:55,2023-10-27 10:32:22
TPV-122-001,0,Windows 10 10.0 (Build 17763),10.1.122.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-05-23 12:40:45,2023-08-16 08:11:17
LAP-421-12,0,Windows 10 10.0 (Build 19045),10.2.121.5,,0,Apex One as a Service,2021-09-21 22:30:12,2023-08-16 15:23:39
LP-038-2,0,Windows 10 10.0 (Build 19045),10.1.38.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-27 21:21:59,2023-08-16 15:11:05
TPV-042-001,0,Windows 10 10.0 (Build 17763),10.1.42.1,,0,Apex One as a Service,2023-07-05 20:17:47,2023-08-16 16:02:40
TPV-139-001,0,Windows 10 10.0 (Build 17763),10.1.139.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-28 14:56:40,2023-08-16 07:35:10
LAP-421-14,0,Windows 10 10.0 (Build 19045),10.2.121.1,,0,Apex One as a Service,2021-09-27 21:47:56,2023-08-16 15:21:35
DESKTOP-0CONHQR,0,Windows 10 10.0 (Build 17763),192.168.10.76,,0,Apex One as a Service,2023-06-01 14:17:33,2023-08-16 08:15:27
10.1.230.80,0,,10.1.230.80,,0,Apex One as a Service,2023-09-15 04:02:14,2023-10-30 18:57:58
_ldap._tcp.dc._msdcs.acs2i.fr.,0,,192.168.10.253,,0,Trend Vision One Endpoint Sensor,2023-10-16 17:32:45,2023-10-27 10:59:30
TPV-314-001,0,Windows 10 10.0 (Build 17763),10.2.14.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-12-15 21:11:05,2023-08-16 16:49:17
TPV-438-001,0,Windows 10 10.0 (Build 17763),10.2.138.1,,0,Apex One as a Service,2022-11-21 05:29:15,2023-08-16 15:44:20
LAP-005-001,0,Windows 11 10.0 (Build 22621),10.1.5.4,,0,Apex One as a Service,2023-09-08 13:27:56,2023-09-15 10:31:57
TPV-142-002,0,Windows 10 10.0 (Build 17763),10.1.142.3,,0,Apex One as a Service,2022-06-27 09:01:00,2023-08-16 15:28:53
TPV-049-001,0,Windows 10 10.0 (Build 17763),10.1.49.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-03-24 23:45:54,2023-08-16 02:03:39
10.1.62.2,0,,10.1.62.2,,0,Trend Vision One Endpoint Sensor,2023-07-13 10:16:14,2023-10-31 17:17:00
TPV-063-001,0,Windows 10 10.0 (Build 17763),10.1.63.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-11 12:20:34,2023-08-16 07:13:36
LAP-048-4,0,Windows 10 10.0 (Build 19044),10.1.48.4,,0,Apex One as a Service,2023-01-13 14:19:10,2023-08-19 14:55:19
pub01.louispion.fr,0,,10.3.3.213,,0,Endpoint & Workload Security,2023-09-16 01:49:11,2023-10-31 04:30:57
LP-316-2,0,Windows 10 10.0 (Build 19045),10.2.16.2,,0,Apex One as a Service,2021-09-21 22:22:46,2023-08-16 08:13:23
LAP-320-03,0,Windows 10 10.0 (Build 19045),10.2.20.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-04-19 13:43:34,2023-08-16 07:58:52
TPV-029-001,0,Windows 10 10.0 (Build 17763),10.1.29.6,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:49,2023-08-16 14:59:43
LAP-010-2,0,Windows 10 10.0 (Build 19045),10.1.10.2,010ANNECY,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-08-28 09:57:22,2023-08-31 06:41:09
TAB-428-001,0,Windows 11 10.0 (Build 22000),10.2.128.95,,0,"Apex One as a Service, Trend Vision One Agent",2023-09-06 14:27:03,2023-09-25 08:31:04
10.1.120.80,0,,10.1.120.80,,0,Apex One as a Service,2023-09-16 17:20:19,2023-10-30 17:39:12
LAP-002-4,0,Windows 10 10.0 (Build 19045),10.1.2.5,,0,Apex One as a Service,2021-09-21 21:59:10,2023-08-16 10:07:39
LP-429-1,0,Windows 10 10.0 (Build 19045),10.2.129.1,,0,Apex One as a Service,2021-09-21 22:12:58,2023-08-16 15:47:23
TPV-330-001,0,Windows 10 10.0 (Build 17763),10.2.30.2,,0,Apex One as a Service,2022-08-23 13:26:34,2023-08-16 08:12:20
LP-029-4,0,Windows 10 10.0 (Build 19045),10.1.29.3,,0,Apex One as a Service,2021-09-22 05:29:34,2023-08-16 15:14:12
LP-421-16,0,Windows 10 10.0 (Build 19045),10.2.121.3,,0,Apex One as a Service,2023-01-27 06:55:13,2023-08-22 07:22:20
TPV-408-1,0,,10.1.24.1,,0,Trend Vision One Endpoint Sensor,2023-10-30 15:56:24,2023-10-30 15:56:24
LP-334-2,0,Windows 10 10.0 (Build 19045),10.2.34.1,,0,Apex One as a Service,2021-09-22 06:43:30,2023-08-16 08:13:22
TPV-142-001,0,Windows 10 10.0 (Build 17763),10.1.142.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-27 08:46:47,2023-08-16 15:27:49
DESKTOP-0CONHQR,0,Windows 10 (64 bit) 10.0.17763,"192.168.10.154, 10.3.103.12",,0,Apex One as a Service,2023-06-22 17:09:02,2023-08-16 16:14:50
TPV-080-001,0,Windows 10 10.0 (Build 17763),10.1.80.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-04-06 08:24:44,2023-08-16 07:55:48
TPV-191-001,0,Windows 10 10.0 (Build 17763),10.1.191.1,,0,Apex One as a Service,2023-01-12 06:47:04,2023-08-16 15:31:59
LP-195-3,0,Windows 10 10.0 (Build 19045),10.1.195.1,,0,Apex One as a Service,2021-09-21 22:05:09,2023-08-16 07:58:53
TPV-304-001,0,Windows 10 10.0 (Build 17763),10.2.4.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-16 04:15:34,2023-08-16 08:14:25
TPV-028-1,0,Windows 10 10.0 (Build 17763),10.1.28.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-23 16:17:37,2023-08-16 08:21:37
LP-075-3,0,Windows 10 10.0 (Build 19045),10.1.75.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 22:17:18,2023-08-16 07:55:46
LAP-032-3,0,Windows 10 10.0 (Build 19045),10.1.32.2,,0,Apex One as a Service,2021-09-21 21:51:26,2023-08-16 10:48:55
10.2.26.80,0,,10.2.26.80,,0,,2023-01-12 03:15:42,2023-10-31 18:12:48
LAP-430-001,0,Windows 11 10.0 (Build 22621),10.2.114.130,,0,Apex One as a Service,2023-04-13 21:23:43,2023-08-16 15:16:16
TPV-328-001,0,Windows 10 10.0 (Build 17763),10.2.28.1,,0,Apex One as a Service,2022-08-18 14:41:06,2023-08-16 15:37:11
TPV-145-002,0,Windows 10 10.0 (Build 17763),10.1.145.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-08 20:49:34,2023-08-16 08:22:38
TPV-348-001,0,Windows 10 10.0 (Build 17763),10.2.48.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-12 06:47:10,2023-08-16 15:03:48
TPV-453-001,0,Windows 10 10.0 (Build 17763),10.1.106.4,,0,Apex One as a Service,2023-06-14 22:50:47,2023-08-16 08:11:18
LP-010-1,0,Windows 10 10.0 (Build 19045),10.1.10.1,,0,Apex One as a Service,2021-09-21 22:17:26,2023-08-16 07:34:09
TPV-013-001,0,Windows 10 10.0 (Build 17763),10.1.13.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:49,2023-08-16 07:28:56
LP-027-3,0,Windows 11 10.0 (Build 22621),10.1.27.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-11-06 09:05:40,2023-09-04 13:39:27
10.1.31.80,0,,10.1.31.80,,0,Trend Vision One Endpoint Sensor,2023-07-14 03:41:43,2023-10-31 18:40:41
LP-307-02,0,Windows 10 10.0 (Build 19045),10.2.7.1,,0,Apex One as a Service,2021-09-21 22:02:28,2023-08-16 15:35:06
10.1.28.80,0,,10.1.28.80,,0,Trend Vision One Endpoint Sensor,2023-07-13 11:06:50,2023-10-31 17:08:57
TPV-438-002,0,Windows 10 10.0 (Build 17763),10.2.138.2,,0,Apex One as a Service,2022-11-21 05:29:15,2023-08-16 15:37:11
LAP-DG,0,Windows 7 6.1 (Build 7601),192.168.1.21,,0,Apex One as a Service,2022-12-21 13:34:33,2023-09-23 17:35:51
TPV-317-001,0,Windows 10 10.0 (Build 17763),10.2.17.2,,0,Apex One as a Service,2023-06-23 00:27:09,2023-08-16 08:44:59
LAP-235-2,0,Windows 10 10.0 (Build 19045),10.1.235.22,,0,Apex One as a Service,2021-09-21 22:11:22,2023-08-17 13:29:22
TPV-062-001,0,Windows 10 10.0 (Build 17763),10.1.62.5,,0,Apex One as a Service,2022-11-29 18:28:27,2023-08-16 15:40:15
LAP-221-4,0,Windows 10 10.0 (Build 19045),10.1.221.5,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-01-21 12:08:13,2023-08-17 09:54:08
TPV-408-001,0,Windows 10 10.0 (Build 17763),10.2.108.1,,0,Apex One as a Service,2023-02-04 06:17:16,2023-08-16 15:56:34
TPV-200-001,0,Windows 10 10.0 (Build 17763),10.1.200.5,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-12-15 21:11:04,2023-08-16 02:15:44
TPV-062-002,0,Windows 10 10.0 (Build 17763),10.1.62.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-29 18:28:27,2023-08-16 02:00:38
TPV-403-001,0,Windows 10 10.0 (Build 17763),192.168.10.124,,0,Apex One as a Service,2023-10-24 09:35:52,2023-10-25 01:43:13
10.1.67.80,0,,10.1.67.80,,0,Trend Vision One Endpoint Sensor,2023-07-13 11:22:42,2023-10-31 16:29:16
LAP-049-3,0,Windows 10 10.0 (Build 19045),10.1.49.3,,0,Apex One as a Service,2021-09-21 22:33:50,2023-08-22 14:05:56
cucm1,0,,10.3.3.240,,0,Endpoint & Workload Security,2023-09-15 06:24:58,2023-10-31 17:55:50
10.3.0.196,0,,10.3.0.196,,0,,2023-01-12 03:15:42,2023-10-18 14:48:01
10.2.124.9,0,,10.2.124.9,,0,,2023-03-28 03:18:25,2023-10-19 12:06:52
TPV-067-002,0,Windows 10 10.0 (Build 17763),10.1.67.2,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-29 18:28:27,2023-08-16 08:16:28
TPV-195-002,0,Windows 10 10.0 (Build 17763),10.1.195.2,,0,Apex One as a Service,2022-11-18 04:36:50,2023-08-16 07:50:39
LAP-404-002,0,Windows 10 10.0 (Build 19044),10.2.104.4,,0,"Apex One as a Service, Trend Vision One Agent",2023-03-17 14:04:16,2023-08-17 18:03:32
TPV-020-001,0,Windows 10 10.0 (Build 17763),10.1.20.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-04-18 21:32:09,2023-08-16 08:32:51
LAP-347-001,,Windows 11 10.0 (Build 22621),10.2.47.3,,0,Apex One as a Service,2023-11-02 10:06:36,2023-11-02 10:07:30
LAP-RH-105,,Windows 11 10.0 (Build 22621),10.3.6.82,,0,Apex One as a Service,2023-11-02 08:07:37,2023-11-02 08:08:30
DESKTOP-0CONHQR,,Windows 10 10.0 (Build 17763),192.168.10.136,,0,Apex One as a Service,2023-11-02 13:42:28,2023-11-02 13:43:40
